id,codeNaics,titleNaics2,titleNaics3,titleNaics4,titleNaics5,titleNaics6
629,331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding ","Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding ","Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding ","Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding ","Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding "
630,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ","Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ","Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ","Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) ","Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) "
631,3315,Foundries,Foundries,Foundries,Foundries,Foundries
632,33151,Ferrous Metal Foundries,Ferrous Metal Foundries,Ferrous Metal Foundries,Ferrous Metal Foundries,Ferrous Metal Foundries
633,331511,Iron Foundries ,Iron Foundries ,Iron Foundries ,Iron Foundries ,Iron Foundries 
634,331512,Steel Investment Foundries ,Steel Investment Foundries ,Steel Investment Foundries ,Steel Investment Foundries ,Steel Investment Foundries 
635,331513,Steel Foundries (except Investment) ,Steel Foundries (except Investment) ,Steel Foundries (except Investment) ,Steel Foundries (except Investment) ,Steel Foundries (except Investment) 
636,33152,Nonferrous Metal Foundries,Nonferrous Metal Foundries,Nonferrous Metal Foundries,Nonferrous Metal Foundries,Nonferrous Metal Foundries
637,331523,Nonferrous Metal Die-Casting Foundries ,Nonferrous Metal Die-Casting Foundries ,Nonferrous Metal Die-Casting Foundries ,Nonferrous Metal Die-Casting Foundries ,Nonferrous Metal Die-Casting Foundries 
638,331524,Aluminum Foundries (except Die-Casting) ,Aluminum Foundries (except Die-Casting) ,Aluminum Foundries (except Die-Casting) ,Aluminum Foundries (except Die-Casting) ,Aluminum Foundries (except Die-Casting) 
639,331529,Other Nonferrous Metal Foundries (except Die-Casting) ,Other Nonferrous Metal Foundries (except Die-Casting) ,Other Nonferrous Metal Foundries (except Die-Casting) ,Other Nonferrous Metal Foundries (except Die-Casting) ,Other Nonferrous Metal Foundries (except Die-Casting) 
640,332,Fabricated Metal Product Manufacturing,Fabricated Metal Product Manufacturing,Fabricated Metal Product Manufacturing,Fabricated Metal Product Manufacturing,Fabricated Metal Product Manufacturing
641,3321,Forging and Stamping,Forging and Stamping,Forging and Stamping,Forging and Stamping,Forging and Stamping
642,33211,Forging and Stamping,Forging and Stamping,Forging and Stamping,Forging and Stamping,Forging and Stamping
643,332111,Iron and Steel Forging ,Iron and Steel Forging ,Iron and Steel Forging ,Iron and Steel Forging ,Iron and Steel Forging 
644,332112,Nonferrous Forging ,Nonferrous Forging ,Nonferrous Forging ,Nonferrous Forging ,Nonferrous Forging 
645,332114,Custom Roll Forming ,Custom Roll Forming ,Custom Roll Forming ,Custom Roll Forming ,Custom Roll Forming 
646,332117,Powder Metallurgy Part Manufacturing ,Powder Metallurgy Part Manufacturing ,Powder Metallurgy Part Manufacturing ,Powder Metallurgy Part Manufacturing ,Powder Metallurgy Part Manufacturing 
647,332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive) ","Metal Crown, Closure, and Other Metal Stamping (except Automotive) ","Metal Crown, Closure, and Other Metal Stamping (except Automotive) ","Metal Crown, Closure, and Other Metal Stamping (except Automotive) ","Metal Crown, Closure, and Other Metal Stamping (except Automotive) "
648,3322,Cutlery and Handtool Manufacturing,Cutlery and Handtool Manufacturing,Cutlery and Handtool Manufacturing,Cutlery and Handtool Manufacturing,Cutlery and Handtool Manufacturing
649,33221,Cutlery and Handtool Manufacturing,Cutlery and Handtool Manufacturing,Cutlery and Handtool Manufacturing,Cutlery and Handtool Manufacturing,Cutlery and Handtool Manufacturing
650,332215,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing ","Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing ","Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing ","Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing ","Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing "
651,332216,Saw Blade and Handtool Manufacturing ,Saw Blade and Handtool Manufacturing ,Saw Blade and Handtool Manufacturing ,Saw Blade and Handtool Manufacturing ,Saw Blade and Handtool Manufacturing 
652,3323,Architectural and Structural Metals Manufacturing,Architectural and Structural Metals Manufacturing,Architectural and Structural Metals Manufacturing,Architectural and Structural Metals Manufacturing,Architectural and Structural Metals Manufacturing
653,33231,Plate Work and Fabricated Structural Product Manufacturing,Plate Work and Fabricated Structural Product Manufacturing,Plate Work and Fabricated Structural Product Manufacturing,Plate Work and Fabricated Structural Product Manufacturing,Plate Work and Fabricated Structural Product Manufacturing
654,332311,Prefabricated Metal Building and Component Manufacturing ,Prefabricated Metal Building and Component Manufacturing ,Prefabricated Metal Building and Component Manufacturing ,Prefabricated Metal Building and Component Manufacturing ,Prefabricated Metal Building and Component Manufacturing 
655,332312,Fabricated Structural Metal Manufacturing ,Fabricated Structural Metal Manufacturing ,Fabricated Structural Metal Manufacturing ,Fabricated Structural Metal Manufacturing ,Fabricated Structural Metal Manufacturing 
656,332313,Plate Work Manufacturing ,Plate Work Manufacturing ,Plate Work Manufacturing ,Plate Work Manufacturing ,Plate Work Manufacturing 
657,33232,Ornamental and Architectural Metal Products Manufacturing,Ornamental and Architectural Metal Products Manufacturing,Ornamental and Architectural Metal Products Manufacturing,Ornamental and Architectural Metal Products Manufacturing,Ornamental and Architectural Metal Products Manufacturing
658,332321,Metal Window and Door Manufacturing ,Metal Window and Door Manufacturing ,Metal Window and Door Manufacturing ,Metal Window and Door Manufacturing ,Metal Window and Door Manufacturing 
659,332322,Sheet Metal Work Manufacturing ,Sheet Metal Work Manufacturing ,Sheet Metal Work Manufacturing ,Sheet Metal Work Manufacturing ,Sheet Metal Work Manufacturing 
660,332323,Ornamental and Architectural Metal Work Manufacturing ,Ornamental and Architectural Metal Work Manufacturing ,Ornamental and Architectural Metal Work Manufacturing ,Ornamental and Architectural Metal Work Manufacturing ,Ornamental and Architectural Metal Work Manufacturing 
661,3324,"Boiler, Tank, and Shipping Container Manufacturing","Boiler, Tank, and Shipping Container Manufacturing","Boiler, Tank, and Shipping Container Manufacturing","Boiler, Tank, and Shipping Container Manufacturing","Boiler, Tank, and Shipping Container Manufacturing"
662,33241,Power Boiler and Heat Exchanger Manufacturing,Power Boiler and Heat Exchanger Manufacturing,Power Boiler and Heat Exchanger Manufacturing,Power Boiler and Heat Exchanger Manufacturing,Power Boiler and Heat Exchanger Manufacturing
663,332410,Power Boiler and Heat Exchanger Manufacturing,Power Boiler and Heat Exchanger Manufacturing,Power Boiler and Heat Exchanger Manufacturing,Power Boiler and Heat Exchanger Manufacturing,Power Boiler and Heat Exchanger Manufacturing
664,33242,Metal Tank (Heavy Gauge) Manufacturing,Metal Tank (Heavy Gauge) Manufacturing,Metal Tank (Heavy Gauge) Manufacturing,Metal Tank (Heavy Gauge) Manufacturing,Metal Tank (Heavy Gauge) Manufacturing
665,332420,Metal Tank (Heavy Gauge) Manufacturing,Metal Tank (Heavy Gauge) Manufacturing,Metal Tank (Heavy Gauge) Manufacturing,Metal Tank (Heavy Gauge) Manufacturing,Metal Tank (Heavy Gauge) Manufacturing
666,33243,"Metal Can, Box, and Other Metal Container (Light Gauge) Manufacturing","Metal Can, Box, and Other Metal Container (Light Gauge) Manufacturing","Metal Can, Box, and Other Metal Container (Light Gauge) Manufacturing","Metal Can, Box, and Other Metal Container (Light Gauge) Manufacturing","Metal Can, Box, and Other Metal Container (Light Gauge) Manufacturing"
667,332431,Metal Can Manufacturing ,Metal Can Manufacturing ,Metal Can Manufacturing ,Metal Can Manufacturing ,Metal Can Manufacturing 
668,332439,Other Metal Container Manufacturing ,Other Metal Container Manufacturing ,Other Metal Container Manufacturing ,Other Metal Container Manufacturing ,Other Metal Container Manufacturing 
669,3325,Hardware Manufacturing,Hardware Manufacturing,Hardware Manufacturing,Hardware Manufacturing,Hardware Manufacturing
670,33251,Hardware Manufacturing,Hardware Manufacturing,Hardware Manufacturing,Hardware Manufacturing,Hardware Manufacturing
671,332510,Hardware Manufacturing,Hardware Manufacturing,Hardware Manufacturing,Hardware Manufacturing,Hardware Manufacturing
672,3326,Spring and Wire Product Manufacturing,Spring and Wire Product Manufacturing,Spring and Wire Product Manufacturing,Spring and Wire Product Manufacturing,Spring and Wire Product Manufacturing
673,33261,Spring and Wire Product Manufacturing,Spring and Wire Product Manufacturing,Spring and Wire Product Manufacturing,Spring and Wire Product Manufacturing,Spring and Wire Product Manufacturing
674,332613,Spring Manufacturing ,Spring Manufacturing ,Spring Manufacturing ,Spring Manufacturing ,Spring Manufacturing 
675,332618,Other Fabricated Wire Product Manufacturing ,Other Fabricated Wire Product Manufacturing ,Other Fabricated Wire Product Manufacturing ,Other Fabricated Wire Product Manufacturing ,Other Fabricated Wire Product Manufacturing 
676,3327,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing","Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing","Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing","Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing","Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing"
677,33271,Machine Shops,Machine Shops,Machine Shops,Machine Shops,Machine Shops
678,332710,Machine Shops,Machine Shops,Machine Shops,Machine Shops,Machine Shops
679,33272,"Turned Product and Screw, Nut, and Bolt Manufacturing","Turned Product and Screw, Nut, and Bolt Manufacturing","Turned Product and Screw, Nut, and Bolt Manufacturing","Turned Product and Screw, Nut, and Bolt Manufacturing","Turned Product and Screw, Nut, and Bolt Manufacturing"
680,332721,Precision Turned Product Manufacturing ,Precision Turned Product Manufacturing ,Precision Turned Product Manufacturing ,Precision Turned Product Manufacturing ,Precision Turned Product Manufacturing 
681,332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing ","Bolt, Nut, Screw, Rivet, and Washer Manufacturing ","Bolt, Nut, Screw, Rivet, and Washer Manufacturing ","Bolt, Nut, Screw, Rivet, and Washer Manufacturing ","Bolt, Nut, Screw, Rivet, and Washer Manufacturing "
682,3328,"Coating, Engraving, Heat Treating, and Allied Activities","Coating, Engraving, Heat Treating, and Allied Activities","Coating, Engraving, Heat Treating, and Allied Activities","Coating, Engraving, Heat Treating, and Allied Activities","Coating, Engraving, Heat Treating, and Allied Activities"
683,33281,"Coating, Engraving, Heat Treating, and Allied Activities","Coating, Engraving, Heat Treating, and Allied Activities","Coating, Engraving, Heat Treating, and Allied Activities","Coating, Engraving, Heat Treating, and Allied Activities","Coating, Engraving, Heat Treating, and Allied Activities"
684,332811,Metal Heat Treating ,Metal Heat Treating ,Metal Heat Treating ,Metal Heat Treating ,Metal Heat Treating 
685,332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers ","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers ","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers ","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers ","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers "
686,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring ","Electroplating, Plating, Polishing, Anodizing, and Coloring ","Electroplating, Plating, Polishing, Anodizing, and Coloring ","Electroplating, Plating, Polishing, Anodizing, and Coloring ","Electroplating, Plating, Polishing, Anodizing, and Coloring "
687,3329,Other Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing,Other Fabricated Metal Product Manufacturing
688,33291,Metal Valve Manufacturing,Metal Valve Manufacturing,Metal Valve Manufacturing,Metal Valve Manufacturing,Metal Valve Manufacturing
689,332911,Industrial Valve Manufacturing ,Industrial Valve Manufacturing ,Industrial Valve Manufacturing ,Industrial Valve Manufacturing ,Industrial Valve Manufacturing 
690,332912,Fluid Power Valve and Hose Fitting Manufacturing ,Fluid Power Valve and Hose Fitting Manufacturing ,Fluid Power Valve and Hose Fitting Manufacturing ,Fluid Power Valve and Hose Fitting Manufacturing ,Fluid Power Valve and Hose Fitting Manufacturing 
691,332913,Plumbing Fixture Fitting and Trim Manufacturing ,Plumbing Fixture Fitting and Trim Manufacturing ,Plumbing Fixture Fitting and Trim Manufacturing ,Plumbing Fixture Fitting and Trim Manufacturing ,Plumbing Fixture Fitting and Trim Manufacturing 
692,332919,Other Metal Valve and Pipe Fitting Manufacturing ,Other Metal Valve and Pipe Fitting Manufacturing ,Other Metal Valve and Pipe Fitting Manufacturing ,Other Metal Valve and Pipe Fitting Manufacturing ,Other Metal Valve and Pipe Fitting Manufacturing 
693,33299,All Other Fabricated Metal Product Manufacturing,All Other Fabricated Metal Product Manufacturing,All Other Fabricated Metal Product Manufacturing,All Other Fabricated Metal Product Manufacturing,All Other Fabricated Metal Product Manufacturing
694,332991,Ball and Roller Bearing Manufacturing,Ball and Roller Bearing Manufacturing,Ball and Roller Bearing Manufacturing,Ball and Roller Bearing Manufacturing,Ball and Roller Bearing Manufacturing
695,332992,Small Arms Ammunition Manufacturing ,Small Arms Ammunition Manufacturing ,Small Arms Ammunition Manufacturing ,Small Arms Ammunition Manufacturing ,Small Arms Ammunition Manufacturing 
